Type,Date,Candle_Percent,MACD_Percent
CBullDivg_Classic,2019-12-18 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2020-03-09 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2020-03-10 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2020-06-19 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2020-06-19 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-01-27 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2021-06-08 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-06-22 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-07-20 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2021-09-07 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2021-09-13 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-09-13 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-11-22 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-11-26 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-12-10 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2021-12-13 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-12-13 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2021-12-17 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2021-12-17 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-01-08 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-02-27 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-02-27 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-03-13 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-03-13 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-04-18 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-04-23 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-04-23 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-04-26 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-04-26 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-04-30 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-04-30 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-05-01 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-05-03 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-05-03 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-08-28 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-09-06 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-09-06 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-09-07 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-09-19 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-09-21 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-09-21 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2022-11-21 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2022-11-21 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2023-05-12 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2023-05-13 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2023-05-25 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2023-05-25 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2023-06-05 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2023-06-05 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2023-06-06 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2023-06-12 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2023-06-12 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2023-06-14 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2023-06-14 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2023-08-01 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2023-08-02 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2023-08-02 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2024-01-03 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-01-03 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2024-04-13 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-05-02 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-06-19 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2024-07-05 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-07-05 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2024-07-07 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-07-07 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2024-09-07 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-09-07 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2024-10-10 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-10-10 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2024-12-05 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-12-05 00:00:00+0000,0.1,3.25
CBullDivg_Hidden,2024-12-30 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2025-01-09 00:00:00+0000,0.1,3.25
CBullDivg_Classic,2025-01-13 00:00:00+0000,0.1,3.25
